full_text,label
@tempodotco Pak anies terbaik dan gak akan saya pernh mau mendukung untuk menjadi paslon 2 menang kalo kalah di putaran pertama pun lebih baik dukung 3 https://t.co/oVi29MXSLZ,Positif
@riojohan Sejauh ini Anies sangat menghargai hukum. Kalau saya tidak salah baca ketika beliau menjabat sebagai gubernur pemprov DKI pernah digugat terkait sengketa dan pengadilan memutuskan pemprov DKI bersalah dan wajib membayar ganti rugi Anies menghormati putusan pengadilan tersebut.,Positif
@ISayoethy @YUT4NC7 Kader partai itu yg kpgn gibran. Anies kunjungan ke solo sekalian mampir. Tp gibran sndiri blg mereka ga pernah ngomongin politik tp ngomongin ttg perkembangan kota dll. Ya kyk anies bertamu gitu trus y disambut ama gibran. Tp klo soal anies apa mau gibran jd cawapres? Ga jwbnya,Netral
Perempuan di mata Abah Anies... Perempuan harus dimuliakan harus dilindungi dan kekerasan pada perempuan tidak boleh disepelekan..... https://t.co/XpMYHOwZMK,Positif
H-1 guys... Ayo persiapan mencoblos .. Mau Anies Prabowo ataupun Ganjar yang akan jadi Presiden siapapun Presidennya tetap saya dukung sepenuh hati.. Pilihan boleh beda tapi tetap satu jiwa jiwa Pancasila jiwa Indonesia https://t.co/qghCsKRsPZ,Netral
@PartaiSocmed Kami butuh sosok pak Anies untuk menjadi pemimpin bukan penerus dinasti https://t.co/OQ7716vhiv,Positif
salfok pak anies dengan jargon yg tidak kalah penting tuh emang dari dulu ya ,Netral
Setelah Amin menang pa anies dibawa cak imin sowan ke kediri . Lengser dong belio #AMINmenang,Netral
Orang2 nih kasih standart ke pak Anies ini standartnya rosul dan sahabat2nya. Mesti 100% sempurna,Netral
Berarti bener ya framing ke muslim yang ga sejalan ama pemerintah itu dibuat jelek semua Dari KPK Anies PKS. Semua dituduh taliban/ekstrimis supaya ada alasan buat dilengserin.,Negatif
@BosPurwa Dari dulu memang pak Anies mengedepankan etika dalam bekerja mengayomi dan menghormati rakyat kecil. Yg disampaikan Anies dari debat ini juga perubahan. Faktanya juga belaiu berhasil merubah dijakarta lebih baik,Positif
@ulul_AlbabAya @FitnahLagicom Tanpa mengurangi rasa hormat sama pengisi acaranya ini ngebuktiin kalo massa yang dateng gak peduli mau dihibur sama siapa orang tujuannya ya liat pak anies sama cak imin wkwkw tujuannya tercapai ya pulang.,Positif
@Abahpurwa1 Ya Allah jadikan lah Anies Baswedan jadi presiden tahun ini...Aamin.,Positif
emang bener pilihan gue pak Anies only,Positif
@anandabadudu Yg bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yg pak anies kalah di putaran pertama,Netral
@alextham878 Kita gaspolkan dukung pak anies https://t.co/CmoazD2291,Positif
InsyaAllah kemenangan Paslon 01 di depan mata. Besok 14 Februari kita ber1 wujudkan perubahan untuk Indonesia yg lbh baik. Ingat.. coblos nomor urut 1 Anies - Muhaimin. https://t.co/vhbj6aVsCf,Positif
@PartaiSocmed @Dennysiregar7 @aniesbaswedan nah ini pak Anies ajal ga ada yang tau. Pemimpin mana yang mau pendukung nya kena musibah?? begitupun masalah Harun yang bapak bawa bawa saat debat. Musibah ga ada yang tau.,Netral
@rrrrio123 @50percenthell @AghaarXx hadeh 02 saking pak anies banyak prestasinya bingung mau di liat mana lg selain imam mahdi eh taunya hoax,Positif
@tvOneNews Salam perubahan untuk kita semua pendukung anies Muhaimin gk duku 02 mending Ganjar kalo kalah https://t.co/QhZdXX1zRY,Positif
@YUT4NC7 jadi pertama si gibran ini pas diwawancara bilang 'ada tawaran dari pan anies' trus beberapa hari berijutnya wartawan konfirm ke pak anies dijawab yg intinya umurnya kan blm masuk kita mah nurut konstitusi aja. besok2nya yg kesebar kalo pak anies minta gibran tapi ditolak,Netral
buat semua yg ada dibalik hal-hal kreatif tentang Pak Anies terimakasih. Kalian keren sekali,Positif
@Fahrihamzah Pendukungnya anies yang terbaik sampe kalah nanti sih lebih baik pilih 03 dri pada 02 https://t.co/DATYUgevQ4,Positif
@alextham878 kalo Anies kalah mendingan kita dukung Ganjar aja https://t.co/u33zmXLOAp,Netral
@fndltm_24 @StreliziaxAlpha @GodHyolyn @RisaHart gibran ngga seworth itu buat direbutin padahal dia yg nunggu2 tawaran dari pak anies lawak lu https://t.co/cdBPjPAHqx,Netral
@ucenpacen @btr_boychaa @Bull_winner Itu kan misalnya nyatanya Anies gapernah bilang itu hasil karyanya beliau sll bilang ini hasil karya anak bangsa krn faktanya 100% dikerjakan oleh orang lokal. Btw situ oot ini konteksnya lg bahas bansos,Positif
@ekowboy2 Kami yakin pada pak Anies satu putaran jika tidak memungkinkan paling pilih Ganjar lebih baik https://t.co/D6D7L7Lbij,Positif
@Mdy_Asmara1701 Pilih pak anies demi masa depan Indonesia https://t.co/cVNFlPObaP,Positif
@tempodotco Kalo Anies kalah yuk kita dukung Ganjar deh lebih bagus. https://t.co/yfjgl3djzZ,Netral
Yg gue rasakan skrg antara pengen anies menang tapi sisi lain gue takut juga blio ini klo jadi presiden makin makin cobaan idupnya. Jadi gubernur aja fitnahan ke blio udh gila-gilaan dijegal sana sini. Apapun hasilnya semoga yang terbaik buat rakyat dan juga buat pak anies ,Positif
@SumitroYoel Lahh yg maen framing kan ahog dia yg senggol senggol kitab suci umat Islam ngapa anies yg jadi sasaran itu mah bego namanya. Yg lempar batu siapa yg disalahin siapa Fix ahoker berat. Moga tobat,Negatif
@cnbcindonesia Anies Baswedan aja Track recordnya Bagus Berprestasi dan diakui Dunia. Klo Wowo Gk ada prestasinya yg ada malah Jejak Hitamnya Perusak Lingkungan Food Estate yg GAGAL Klo Pak Uban Hobbynya Yang Gak Banget Gak bagus dijadikan Panutan apalagi pemimpin negara.,Positif
@jokowi bisa beralih ke yg lain klo anies gak menang asal bukan prabowo aja https://t.co/VQede5UqYI,Netral
@yshmne___ Pernah ada yg buat stori trus backsoundnya mahabarata dengan mengatakan beliau sengkuni hanya karna mimik muka dan wajah pak anies yg seperti pak anies itu wqwqwq,Netral
@alextham878 Ya dari pada 02 aku sih mending pilih 03 kalo pak anies kalah https://t.co/nLCrIQNOWP,Netral
Aku juga mau ikut testi! Real aku dari awal gak suka pak anies karena ya framing beliau pinter ngomong doang dll. Bahkan aku terlalu melibatkan perasaan buat dukung paslon lain yaitu 02. But... i realize klo pake perasaan gak make sense buat indo 5 tahun kedepan (cont),Negatif
Kalo pak Anies kalah tolong websitenya jangan dihapus ya pak? walaupun saya yakin bayar domain nya pasti mahal huhu @aniesbaswedan Website yang ini https://t.co/x1El8wbtRL,Netral
@PartaiSocmed Med pendukung 01 mayoritas datang untuk Mas Anies. Bukan untuk hiburan. Ketika Mas Anis usai mereka beransgur pulang terlebih sudah azan dzuhur.,Positif
Salah satu cuplikannya saat Pak Anies bertugas mengumumkan berita duka ke setiap kelas saat SMP. Di sini terlatih public speaking dan tahan menghadapi orang yang ngata-ngatain. https://t.co/tmkC5P5NC9,Positif
@Mdy_Asmara1701 Kenapa harus golput kalo.punya pak anies https://t.co/b3vJEeyPAB,Positif
@Tita83079013 @aniesbaswedan Wkwkwk ketika gk bisa nyari kekurangan buat nyerang NARASI BASI dikeluarkan. Segitu TAKUT dan GEMETARNYA klo Anies smpe naik. SEISI ISTANA TURUN GUNUNG. CUPUUU !!! BANCIII !!! Ibarat berantem ngajak2 EMAK AKWKWKW BANCII !!!,Negatif
@migrenterus_ @jalanparis Anies sebenarnya sebal sama Imin cuma karena dia gamau dicap gemoysian seperti Prabowo Subianto jadi dia cukup nyengir aja liat elektabilitasnya turun️ @aniesbaswedan kasian banget kamu pak harus jadi baby sitter ,Negatif
Anies hrs sempurna pendukungnya hrs sempurna kalo pun terjadi ttp aja mrk milih yg laen wkwk,Netral
@burhanrp @phsycalgraffiti @sveensky Apa hubungannya Pemuda Pancasila sm Anies Baswedan? PP bikinan orba jelas lbh condong ke Prabowo,Netral
@HakunaM24121873 @YUT4NC7 Kader nasdem yg pengen gibran jd cawapresnya anies kayanya. Tp anies mah gak mau,Netral
@peachyslen @strike_bravo_b Damn I want to throw the are you fucking blind? card to her so bad. Pendekatan Anies soal diskriminasi udah tepat padahal. Tidak ada mayoritas minoritas adanya WNI. None above the law karena hukum bisa memberi kepastian &amp; keadilan. It did translate on his governor era.,Positif
@lilrwok untung keluarga gue 1 pilihan semua pak anies bahkan 1 keluarga besar dari buyut sampe nene wkwkwk yaa karna orang Jakarta juga si jadi ngerasain gimana semua program pak anies hihi loveeee abah @aniesbaswedan,Positif
@Mdy_Asmara1701 Dari pada golput mending pilih pak anies https://t.co/Knn4uvgK3K,Positif
W udh di titik gapapa legowo pak anies kalah this cruel world doesn t deserve him: ) Yg penting kita usahakan dulu meski sbnrnya dr awal udh keliatan kok yg menang siape,Netral
@RomitsuT BPJS buat PEMULUNG ? Ada yang punya pemikiran sampai kesitu? Ada Ahok. Karena itu programnya Ahok dari 2016. Bukan program abah Anies kak.,Negatif
@itsindahg masi aja bhs isu mayoritas vs minoritas? seneng yg ngotak2in org? klo yg anda maksud umat kristen dll di jkt baik2 saja gereja dikasi izin zaman pak anies yg sdh lama mangkrak izinnya bantuan operasional dikasi jg acara2 keagamaan di tempat publik dki diizinkan trs apa lg?,Positif
Awal notice pak anies bgt pas feb 2020 itu smstr 3 matkul biostatistika dosenku pake data prediksi perbandingan penyebaran covid di jerman milik dki jakarta. Wktu itu Indo blm resmi diumumin tp dri jan-feb dosenku dah ngwanti² bkl smpe indo. Dan blng baru pak anies yg aware bgt,Positif
@o123Typo Oh iya mahfud kabinet jokowi oh tidakk. Foto anies sa jojok waktu masih menteri ada ga ,Netral
Satu jam lebih dialog Pak Anies dengan UAS. Pak Anies menceritakan masa kecil beliau masa remaja sampai sekarang. UAS mendengar pengalaman dan jalan hidup Anies kemudian bilang Terjawab sudah kenapa bisa tahan di-bully terlatih tenang saat dihujat. https://t.co/fkYYz8bwAT,Positif
@xcvbhnjkkllpgfx @SumitroYoel Anies banyak dibully salah satunya karena punya program sumur resapan tapi ternyata masyarakat Jakarta mengakui dampak baiknya dengan adanya sumur resapan banjir cepat surut. https://t.co/B8cbNTSSMU,Positif
@justiceforbiebz @ccacon Naah iniii aku pernah bilang ke temenku yang nanya kenapa nggak suka si ajudan pak prab itu aku bilang ajudan pak anies lebih ganteng.,Netral
@elisa_jkt Sepertinya butuh video-video testimoni terkait warga yg sudah menikmati program DP 0 persen. Sama sprti warga kampung aquarium atau bayam yg sudah merasakan langsung program pak Anies. Video² mereka ini jd senjata ampuh melawan fitnah² terutama terkait topik penggusuran wktu itu,Positif
@msaid_didu Emang ada politikus yang punya malu dinegeri ini? Yang mau perubahan aja mash nimbrung di kabinet yang paling awal dukung pa prabowo aja milih nyebrang ke anies biar jadi cawapres pa anies aja nyerang pa prabowo didebat ketiga nyerang orang yg menjadikannya cagub tak etik cuy,Negatif
@cassiocpeia tapi aku agak risih deh sama replyannya kenapa warga Jakarta terkesan superior cuman sekadar pak Anies menang di situ? ,Netral
@ruthnats Masih calon pk Anies sudah merubah pola fikir anak bangsa bagaimana seandainya beliau sudah jadi Presiden Indonesia?,Positif
@DPNAminBalad Pasangan Anies-Muhaimin pasti menang PKB,Positif
@ciluuukk @feby301295 @afifahafra79 @RisaHart benerr sepupu aku kelas 6 sd sibuk all in all in padahal keluarga dia 01 semua trus ayahnya bilang biarin ajalah belom bisa nyoblos juga,Netral
@SumitroYoel akuuu! dulu gasuka karena kemakan pemberitaan tapi mulai pemilu ini rajin cari tau 3 paslon dan menemukan pak anies ni paling sedikit minusnya (menurut aku pribadi),Positif
@AlfaSitaSari1 @aniesbaswedan @msaid_didu Contohlah pak mahfud md bgitu dia mengkritik pemerintahan pa jokowi bliau langsung kluar kabinet krn dia tau kalo dia mash d kabinet sma aja dia MnG kritik dirinya sendiri inimah pa anies dan surya paloh mau perubahan tapi kader nasdem masih jdi bagian kabinet lucu cuy.,Negatif
@alvin22041 @r_elhakim @WidasSatyo giliran pak Prabowo langsung manut lu emg tobatnya pak Prabowo apaan? kenapa itu gak lu lakuin jg ke pak Anies?,Netral
Penipu yg di agung2kan ya si anies baswedan...!!!,Negatif
Hahh ini lebih bagus lagi dari sebelumnyaaaa paling suka bagian achievement anies di jkt! https://t.co/MGIupUFcdx https://t.co/Kab3YqSKms,Positif
@tempodotco Bissmillah anies 1 putaran.. Kalo sampai kalah nantinya lebih baik saya untuk dukung 02 saja deh https://t.co/LND0ytkJOV,Positif
gue bkn pak anies aja pengen minggat dari indo njir,Netral
Kayaknya orang orang yg ga pilih pak Anies tuh otaknya kayak udah di doktrin gitu ya kalau Anies itu pembohong and they're loud abt that.,Negatif
@tohaaam_ @xopch Itulah pak Anies yang ga mau flexing ,Netral
@Ma_vwxyz @aniesbaswedan Anies 29 januari 2012 Djatmiko 25 apr 2019 Yg plagiat siapa bong TOLOL ?,Negatif
PRA WO WO INIORANG SUDAH MAAF ! TIDAK MEMENUHI SYARAT FISIK &amp; MENTAL PENYAKITAN PIKUN ERROR MURTAD PENCULIK dll TEGA NYA JOKO MENGHANCUUR KAN KEHIDUPAN RAKYAT YG TELAH DIA TINDAS &amp; REMUK KAN INGAT ! JOKO PKI️ UNTUNG ALLAH SWT KIRIM KAN ANIES BASWEDAN,Positif
@MwohaeNeo @hehehe12345u @sweetypear__ @chitattooes Iya padahal kalau Pak Anies dan Pak Sandi saat itu udah langsung bikin surat edaran kenapa yg bikin statmen si Mardani yg mesti kena fitnah Pak Anies? Padahal ada bukti Pak Anies meredam gejolak di masyarakat bawah,Positif
Jadi Doi gak ikut nyoblos dong?,Netral
@elisa_jkt @JRMK_Jakarta Padahal ci Elisa juga dulu sering mengkritik kebijakan2 pa Anies juga waktu masih Gubernur. Keren ci. Mantapks untuk Partai apakah sudah ada pilihan ci @elisa_jkt ?,Netral
Kalau Anies memobilisasi massa utk hateful ke masyarakat rentan ya gue protes lah? Minoritas stop bernarasi gini mayoritas stop berlagak superior. Kita ini sama-sama korban polarisasi. Kapan mau reda dan sama-sama sembuh kalau terus dipelihara?,Negatif
SIAPA YANG NGAREPIN MASUK SURGA JALUR ANIES SIH https://t.co/Oq7G0zljYf,Netral
@isarahadiansah @indrasbitchhere Silahkan Anies dan kaum superior seperti lu deklarasi anti hti fpi khilafah dan meminta maaf atas politik identitas yg selama ini dimainkan untuk munyudutkan minoritas. Gua tunggu gua gak perlu bacot panjang lebar mcm gini. https://t.co/GYpNTmnGM7,Negatif
@dhntfr 3. suruh mrk bandingkan antara anies prabowo ganjar. Jgn lagi ikutkan jokowi karena jokowi ga akan punya pengaruh apa2 lagi nanti. 4. Saat ini banyak warga kampung jakarta even kaum minoritas jakarta yg sangat berharap Anies jadi RI1 krn memang dialah pemimpin ideal saat ini,Positif
@riojohan Iya betul kak pada intinya Pak Anies pernah ditanya langsung tentang LGBT dan bilang bahwa hak-hak pribadi harus dilayani oleh negara tidak boleh ada diskriminasi. Sedangkan saya tidak pernah mendengar paslon lain bicara tentang LGBT.,Positif
gila anies bisa lho ngecounter kelakuan ahok ON POINT sampe ahoknya aja kaget melongo gt bener bener runut bgt nyampeinnya ga asal asalan,Positif
@LANGKAHANIES @aniesbaswedan Alfatihah ya Allah hanya kepada Mu kami memohon kabulkan doa kami ya Allah ijinkan BPK Anies Rasyid Baswedan pimpin Indonesia agar Indonesia menjadi lebih baik,Positif
YaAllah tolong ridhoi dan lancarkan Pak Anies Baswedan menjadi presiden RI 2024 kami yakin kekuatanmu bisa mengalahkan kecurangan yg nyata terjadi di negri ini ,Positif
90 % pemilih prabowo 2019 adlh org yg tdk suka jokowi. bkn krn hebatnya prabowo. 2024 krn mrs dikhianati prabowo mk yg 90% td olh anies. Buzzer 02 ngotot yakinkan 02 bhw yg 90% td ttp prabowo pdhl boong. jd tkg2 survey buat ini sbg sumber rezeki,Netral
jika pak anies atau pak ganjar yang menang saya sudah menyiapkan ruang untuk kekecewaan jika mereka tidak menjalankan janji janjinya. tapi jika prabowo yang menang yaudah ambil saja nyawaku,Netral
@Mdy_Asmara1701 Gue bukan pendukung 02 tapi lihat rekam jejak Anies dgn politik identitasnya sok ceramah anti kecurangan bikin gue pengen muntah.,Negatif
@JoshuaKrist Anies aja kita,Positif
@dhntfr Mungkin ada bbrp poin yg perlu ditekankan kak : 1. sekalipun melanjutkan tetap saja prabowo itu bukan jokowi 2. Anies berhasil bangun jakarta lebih baik dr pendahulunya. Masa Indonesia ga mau spt itu. Bakal ada bansos Plus loh.. Di Jakarta sj KJP jadi KJP Plus dsb (cont),Positif
@prophetofzorck @partaimedsos45 Tapi mudah dimakzulkan mungkin apabila Anies jadi presiden bisa jadi demikian karena bekingan partainya kurang kuat,Netral
@chitattooes pak Anies fitnah nya banyak bngt ya :(,Negatif
@tvOneNews Waduhh saya sihh mending pilih anies kalo nanti kalah baru deh Ganjar daripada 02 https://t.co/sGmfLCi2ft,Positif
@indrasbitchhere Silahkan Anies dan kaum superior seperti lu deklarasi anti hti fpi khilafah dan meminta maaf atas politik identitas yg selama ini dimainkan untuk munyudutkan minoritas. Gua tunggu gua gak perlu bacot panjang lebar mcm gini.,Negatif
@alextham878 Anies kalah sih gapapa. Yang penting kita dukung Ganjar deh daripada yang 02 https://t.co/lOf7aeUu5p,Netral
@chitattooes Kena label politik identitas karena menang didukung sama kelompok Islam kanan. Padahal yang didukung sama kelompok itu ada Prabowo AHY Sandiaga. Bahkan Prabowo rutin dateng ke acara reuni 212 sambil orasi di atas panggung. Tapi tetep label itu melekat di Anies ‍️,Netral
aku result oriented udah gitu aja dulu ga suka banget karena dia oportunis aku dulu fansnya ahok karena tegas transparansi dll ada anies ngira dia bakal ngerjain agenda partai soalnya ger*ndra rame pas 212 ternyata kerja &amp; idealis plus ternyata cukup konsisten gatau cak imin,Positif
Gw yakin tragedi 2019 akan terulang pak prabowo gabung ke kabinet pak jokowi jgnlah klean bilang pak anies dicap sebagai penghianat,Netral
@tempodotco Gimana ya kalo Anies kalah lebih baik kita dukung Ganjar kan? https://t.co/iLKeiqelXp,Netral
@moh_boesh @kumparan Pansos? Ini memang kebiasaan beliau. Coba gugling Pak Anies takziah petugas PPSU. Benci boleh tapi jangan menafikan kebaikannya https://t.co/FO5KPMSSRO,Positif
@tempodotco Dengan Anies kalah dukung Ganjar https://t.co/AAElQcL9wQ,Netral
Bismillah mari terus bermunajat Al ikhlas untuk AMIN ALLAHUMA AMIN Abah @aniesbaswedan @cakimiNOW https://t.co/luJEjykGgA,Positif
 Dan anak-anak ini tidak pernah memperkenalkan diri sekali pun sama Anies. Pak Anies kalau ngomong sama orang-orang terdekat beliau pakai Anies bukan saya atau aku. Sederhana tapi aku ga bisa ,Positif
@ChoiV75370 @btr_boychaa @Bull_winner tapi beliau sendiri ga klaim itu karya pak anies sendiri selalu menyebut itu dari anak bangsa mungkin banyak masyarakat yang klaim itu milik pak anies tapi beliau sendiri tidak meng klaim bahwa JIS adalah karya beliau seorang,Positif
@alextham878 Kalo Anies gagal mendingan kita support Ganjar deh dari pada yang 02 https://t.co/HLRhVoKwBa,Netral
@sukardiyahya162 Alhamdulillah pak Anies -muhaimin mengungguli prabowo -gibran di hari2 terakhir menjelang masa tenang https://t.co/6VTPg59JuN,Positif
Gila benar.. Semua komedian yg disamping anies jadi anak baik Pas azan pada ilang semua sholat Komedian tidak dibayar tapi cinta buta semua Menjadi pribadi2 lembut Paling penting Anies tak tersandera karena tak ada parpol dan bukan pengusaha! #SayaPilih01 https://t.co/Y2vsGF3LZ7,Positif
dan mulai belajar ttg politik belajar latar belakang paslon rekam jejaknyaa dan yaa akhirnya brubah di januari kemarin ke 01. aku mau kasih kesempatan pak anies untuk pimpin negara ini kalo pun nanti tdk menang aku udh menyuarakan sesuai hatiku.,Positif
@tempodotco Ya udah lah kalau Anies kalah yuk kita dukung Ganjar aja daripada yang 02 https://t.co/uEBGhwNn0F,Netral
@gvfftj @jokowi @prabowo @gibran_tweet @siregar_najeges @Candra4smara @Gojekmilitan Janganlah hatimu kotor sampai tak melihat fakta bahwa JIS telah dibersihkan pendukung Abah Anies,Positif
Awalnya gw kira inii bantahan buat yg bilang Anies pengen Gibran maju TP TERNYATA ORG 02 YANG BILANG NOH BUKTINYAA ANIES PEN GIVRQN MAJUU PADAHAL ITUU DIA LG NOLAKKK EGEEEE TOLIL BGTTT,Negatif
@rmol_id Ketahuan kan? langsung bkin kek gini lagi buat COUNTER WKWKW UDAH KETAHUAN BANGET cara mainnya,Negatif
ya pendukung Anies membelanya dengan cara mempromosikan filmnya... sederhana,Positif
@alextham878 Jika Anies kalah mari berikan dukungan penuh kepada Ganjar untuk mewujudkan perubahan yang positif https://t.co/1c4wmjYN6p,Netral
Anies itu si punipu ulung. Dia asli intoleran dan radikalis serta bpk pitik identitas. Itu merek yg melekat pada anies sipenipu ulung.,Negatif
@realfedinuril Harusnya jawabannya kyk Pak Anies harus muter2 dulu biar terlihat meyakinkan Wkwkwkw Uda dijawab kok masih tanya lagi ,Negatif
@christalynda @aiknaoo Gimana dengan anda yg dr td komennya ngga setuju dengan keberadaan mereka? Bukankah anda sama saja? Yg diperlukan wise cukup liat di masa gub tdk memihak ataupun membela saat pembubarannya untuk tau pak anies merangkul semua dan sikap jika tdk benar tidak perlu untuk dibenarkan.,Positif
@never_alonely Entar pasti ada tuh yg ngalahin Anies.,Netral
@tempodotco Anies kalah mari bersama dukung Ganjar untuk memperkuat integritas dan transparansi https://t.co/bjF4VwaHSE,Netral
@kumparan Inilah yg kita takutkan. Jangan sampai indonesia seperti di filipina. maka dari itu pilihlah pak ganjar kalau semisal pilihan kita pak anies kalah diputaran awal. https://t.co/63ibvBEF8b,Netral
@Ndons_Back @99propaganda @bengkeldodo @are_inismyname @florieliciouss @Bank_Joee_ @BANGSAygSUJUD @AditBandit234 @Lembayung071 @P4P4B0W0_2024 @cuitcuap_ Kalo sampe pak anies kalah sih saya gak mau dukung 02 lebih baik dukung 03 https://t.co/1nex4tDYcD,Netral
Alasan masyarakat memilih pak Anies,Positif
ak dulu jujur emg gtau byk ttg politik dan masi di kubu sebelah. Tp waktu pindah kerja ke jkt aku ngerasa bgt kebantunya pake jaklingko tiap pagi di rush hour. Karena buat pesen gojek aja kalo di rush hour itu susahnya minta ampun. Dan bru tau klo jakling pak anies yg buat,Positif
@SumitroYoel Awalnya sempat skeptis karena isu politik identitas. Tapi ngeliat beliau sudah memberi warna yang fresh dalam pemilu tahun ini dengan program desak anies. Apapun pilihannya siapapun presidennya semoga yang terbaik untuk Indonesia,Positif
@alextham878 jika Anies kalah maka akan menjadi momentum untuk bersatu mendukung Ganjar https://t.co/Cej9tb42ND,Netral
SERIUUS PRABOWO &amp; GIBRAN DI TANGKAP ? ALHAMDULILLAAAH SEMOGA RAKYAT INDONESIA🇲🇨 SEJAHTERA &amp; MAKMUUR &amp; TENTRAM BERSAMA AMIN NO 1 BPK ANIES RASYIED BASWEDAN CUCU RASULALLAH PEMIMPIN KLAS DUNIA PAHLAWAN RAKYAT INDONESIA 🇲🇨 https://t.co/qumBJKZ3w8,Positif
@Fahrihamzah Dukungan hanya untuk anies. Namun kalo sampe nanti kalah saya mending dukung no 3 aja https://t.co/0otzo6B9tk,Netral
@anies_ahok @azvyae @Bisniscom buset dah searogan and senantangin itu bahasa kaum all in gemay gemoy,Negatif
@msaid_didu Persis bung didu persis sama dengan anies yg ente puja puja ,Negatif
BANGUN TEMAN-TEMAN ADA YANG BARU DARI ANIES BUBBLE!,Positif
@NdrewsTjan Si Cooonie aja pindah dr Nasdem ke PDIP krn Nasdem usung Anies eeeh pendukung 01 puji puji si Connie gak nih ?,Netral
@m_marshel Kalo FAKTA dan DATA cuman bisa DIBANTAH dengan BACOT DOANG bilang ini itu NENEK GUA JUGA BISA,Negatif
@jokowi Ttp anies,Positif
@geloraco jika pak anies tidak melanjutkan di putaran satu maka pilihan kita adalah pak ganjar. jangan sesekali pilih wowo. https://t.co/QwPtP5PJjZ,Netral
@SumitroYoel gue bkn org Jkt liat Anies lewat berita &amp; Sosmed aja. Bnyk berita jelek nya dan kyk wajar aja emg pejabat kita begitu. Tapi lama kelamaan ini kok berita jelek nya kebanyakan. Penasaran pas kroscek2 lbh jauh ternyata bnyk berita hoax. dan dia kerjanya bagus. Jadi pindah ke 01,Positif
Jawaban versi simplenya mungkin kek gini kali ya gak tuh bocah masih belum cukup umur buat jadi cawapres saya . Keknya pak Anies sesekali kudu lebih lugas lagi jawabnya deh soalnya buzzer 02 tukang fitnah dengan plintir plintir kalimat orang ,Negatif
