full_text,label
@sosmedkeras gue gk paham dah ko terkesan intimidasi 02 ya?. cuma seketika gue mikir keknya emg yg problem paslonnya dah. baru phm sumpah gue pindah haluan dah gajadi milih prabowo-gibran,Negatif
@anandabadudu Yg bikin pak anies menang di putaran 2 itu pak prabowo pk prabowo dateng langsung ketempat yg pak anies kalah di putaran pertama,Netral
@Fahrihamzah Coba tanya @prabowo masih inget ga https://t.co/UZSNFXfgWi,Netral
Jdi pengen curhat dikit.. Waktu pertama kampanye tuh gue pilih 02 sekeluarga karna emg dri pemilu 2014 dan 2019 keluarga gue selalu coblos prabowo. KITA GAPERNAH GOLPUT karena suara kita itu menentukan kedepannya kehidupan kita bakal gimana--,Positif
Dear mas @gibran_tweet mas @kaesangp kalian ditegur pak Prabowo.,Netral
gambaran kalo presidennya prabowo gibran (tp smg aja kagak),Negatif
Waktunya kulmit guys (kuliah 1 mnt) bnyk musibah yg menimpa saudara2 kt sgr meluncur yuk bantuanya ke tkp dan doain ya guys..catet️ cc @SBYudhoyono @Pak_JK @jokowi @fadlizon @Fahrihamzah @AHMADDHANIPRAST @KemensosRI @aniesbaswedan @prabowo @ganjarpranowo @tvOneNews @Metro_TV https://t.co/Ss6cFiMxPv,Netral
kalau prabowo kan cuddly grandpa kalau gibran apa ya,Netral
@SahabatAKost @prabowo @gibran_tweet Kan sama seperti kalian jg nyebar sembako minyak goreng yg sdh ada labelnya PRABOWO Gibran sama duuull https://t.co/wVOnkxHHUE,Negatif
Sementara banyak meme pembodohan yang beredar dari semua simpatisan paslon. Selalu muncul narasi RAKYAT SUDAH PINTAR . Ini juga narasi pembodohan. Jika rakyat sudah pintar makan gak perlu kampanye dengan dana besar! Adu gagasan sudah cukup. Daripada adu gimnick,Netral
@Luluk1683 @emerson_yuntho @prabowo Kamu sepertinya kurang sehat. Mana pake bahasa 'potensi langgar UU' Klo melanggar konstitusi boleh?,Negatif
Anggaplah ini valid. Ngga heran. Memang begitu kok faktanya. 2X aku pernah jadi pemilih Prabowo karena TERPAKSA NGGA ADA PILIHAN di Kota La Spezia (SP) dari 20 orang INA ya cuma aku yang pilih Prabowo dan PKS. Sisanya Jokowi dan PDIP. Di Milan Roma dll yang Org INAnya lbh https://t.co/HWvkPUzT7m,Negatif
@tvOneNews Mau laporin apa? Wong yg ada di dirty vote pake data semua. Nanti TKN prabowo mesti nyanggah dg data lagi dong. Emang sanggup? Hahahahahahahah,Negatif
@WeduusBalap @bengkeldodo @Ndons_Back @BANGSAygSUJUD @Bank_Joee_ @Alie_Fahnoor @99propaganda @PartaiSocmed @AndreasSolusi @Kimberley_PS08 @are_inismyname @Lembayung071 @prabowo @gibran_tweet Anak haram konstitusi (DV),Negatif
@realfedinuril @prabowo @Dahnilanzar Jawaban nya nanti klu Indonesia udah hancur,Negatif
Orang itu kalau banyak bicara dan serang sana sini pasti ada tujuan karena misinya gagal..!! Masif Serang Prabowo Rosan Roeslani Sebut Connie Rahakundini Ngotot Incar Jabatan Wamen Tapi di Tolak! via @jegtheme https://t.co/dPwnLXTI1z,Netral
@insurii Huum. Terus maksud aku tuh kalo emang elit yg elit bgt mungkin ada alasan milih prabowo yg kebijakannya pun banyak menguntungkan elit. Tp kalo cuma 'cukup' atau berpendidikan kelas menengah aja tu jg ga yang bakal dpt apa2 kalo prabowo jd soalnya irl 02 tu super banyak...,Negatif
@99propaganda @prabowo Bener apanya om? Dari awal aja udah melanggar konstitusi...,Negatif
@jokowi bisa beralih ke yg lain klo anies gak menang asal bukan prabowo aja https://t.co/VQede5UqYI,Negatif
@A4H74976106 @kumparan Di video awal yg pas pake baju ungu betina itu hanya sebut nama Pak Rosan dalam ceritanya mengenai masa jabatan Pak Prabowo kalo menjadi Presiden tapi di keterangan tertulisnya dia seret2 nama hasto kristiyanto buat penguat alibinya somplak nih betina,Negatif
@LOVE_UM4M4 Mbaaa mba. Rasa no kl Prabowo Gibran menang. Rakyat jgn ngeluh nanti ya..,Negatif
@SahabatAKost @prabowo @gibran_tweet Yg membuat vidio kalian yg mengedit2 vidio kalian hnya dipaslon 02 yg nyebar duwit paslon lain tdk ada,Negatif
@ariel_heryanto besok jam 4 sore survey tiap tv beda-beda hasilnya. malemnya ada adegan pak Prabowo sujud syukur kubu lainnya muka cemas gk taunya yg menang bukan yg sujud....drama 15 tahun gua hidup terulang terus wkwkwk...mungkin 5 thn lagi keulang?,Netral
@ReporterKampung @chandrawcksn @3dyw_official @jokowi @prabowo @gibran_tweet kalau jangan di tonton berati harus di tonton heheheh,Netral
@gibran_tweet @Gerindra mas raka sampaikan pemintaan maaf saya ke pak Jokowi dodo karna 2 periode saya selalu mencaci beliau karna saya selalu mendukung pak Prabowo sy mohon mas saya JUMARDI dari Sulawesi Selatan Takalar supaya hati saya lega karna sy disadarkan oleh pak Prabowo tentang sosok pak Jokowi,Positif
@Kiyai_MarufAmin Doa kan ya pak @Kiyai_MarufAmin besok tanggal 14 pebuari 2024 prabowo - gibran menang 1 putaran.,Positif
@kompascom Survey apa lagi ini knpa tdk survey sekarang Prabowo adalah capres yg paling duluan masuk surga...,Netral
@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Yg bikin tim surveinya dari dia juga,Netral
@migrenterus_ @jalanparis Anies sebenarnya sebal sama Imin cuma karena dia gamau dicap gemoysian seperti Prabowo Subianto jadi dia cukup nyengir aja liat elektabilitasnya turun️ @aniesbaswedan kasian banget kamu pak harus jadi baby sitter ,Negatif
@burhanrp @phsycalgraffiti @sveensky Apa hubungannya Pemuda Pancasila sm Anies Baswedan? PP bikinan orba jelas lbh condong ke Prabowo,Netral
Kini .. dan saat nya Separuh hidupku ada dalam dirinya . Sehat selalu Pak @prabowo Salam dari pecinta kecilnya Mas @gibran_tweet,Positif
@realfedinuril @herupurnom0 @prabowo @Dahnilanzar Gausa alay dehh,Netral
@Tita83079013 @Joes22525134 @aniesbaswedan Prabowo ingin Indonesia sebagai Negara Islam Adidaya . https://t.co/Enw8O8AN9d,Netral
@temponewsroom jgn fitnah!!! Prabowo gibran itu taat hukum &amp; banyak pendukungnya https://t.co/qhbpDzZRCU,Positif
@ManusiaGalau16_ @UnderratedBoy1 @sosmedkeras Fatwa ulama kok di permasalahkan namanya fatwa ya mau di ikuti. seterah nggak juga seterah. Itu juga terjadi di saat Prabowo 2019 bahkan meminta pak Jokowi di diskualifikasi dari pilpres,Netral
Banyak meme beredar: 01 = Anies = Surya Paloh 02 = Gibran = Jokowi 03 = Ganjar = Megawati Biasanya meme itu disebarkan oleh pendukung 02. Ya sebetulnya penyederhanaan itu adalah pembodohan pada masyarakat. Utamanya generasi muda yang literasinya miris https://t.co/nCJkvDTAbz,Negatif
Hadiri Kampanye Akbar 02 di GBK Yusril Sebut Sosok Prabowo-Gibran Tepat Lanjutkan Kepemimpinan Presiden dan Wakil Presiden https://t.co/RvtFVQIiqc,Positif
@geloraco Lah dia nya aja plin plan kan . Udah paling bener dukung pak Anies yg jauh dari kata curang atau pilihan alternatif kalo pak Anies kalah ya pilih Ganjar aja jangan prabowo lah ngeri https://t.co/X7kl8PTsfa,Negatif
@AndrreAnggara @faqihnabila @LexWu_13 Kata kelurga kakakku kasian pemilu nanti seklurga sampee ke mantu2nya di suruh pilih prabowo biar next g nyampres lagi..aku jawab kasian ke prabowo nnti kita yg ngasihani siap klo mereka kayak jokowi lagi apa2 mahal..,Negatif
@Hilmi28 klo gak salah dengar begini kan ya..yg disampaikan pak @prabowo ? .. kebiasaan kita adalah koneksi koncoisme.. kamu anaknya siapa..kamu keponakan siapa... ,Netral
@itsindahg YA EMANG BUKAN KARENA ELU TAPI ELU YANG NYIRAMIN API MENJADI KONFLIK HORIZONTAL YA PANTEEEEKKKKK KRITISI TUH PUJAANMU PRABOWO SUBIANTO INISIATOR POLARISASI DI NEGERI INI. KOK BISA SEWATADOS ITU SIH you have no shame at all just like golongan itu. ,Negatif
@day_sun34 @erlanishere @realfedinuril @prabowo @Dahnilanzar cuma org yg melek yg bener yg tau saya berharap ada org yg belajar seperti anda gag menyudutkan satu pihak saja warga negara Indonesia sekarang banyak sarjananya ketimbang lulusan SD yg mudah diadu,Netral
@OposisiCerdas ketauan deh wkwk cuma prabowo gibran emg yg tulus ikhlas buat bangsa https://t.co/T9gotIXj42,Positif
@msaid_didu @ZUL_Hasan #GERAKAN_1PUTARAN_02MENANGTELAK Kangen liat paslon 02 Prabowo-Gibran dilantik menjadi Presiden &amp; wapres RI Pertama kali dlm sejarah presiden lantik anaknya jd wapres dpt kabar said didu tewas ditabrak truk kontainer kepingin ngasih hadiah ke sopir nya eh ternyata cuma mimpi!,Positif
Gak sabar kurang sehari lagi pak Prabowo menang telak ️ All in Prabowo ,Positif
@Ayah_Nahl @RandomWorldWar @realfedinuril @prabowo @Dahnilanzar Apa hubungannya istri ditiduri orang dengan impor produk Israel lewat pihak 3? Kalau situ gk suka Indonesia pakai produk Israel situ bisa menjamin Indonesia bisa buat produk serupa? Menjamin saja belum tentu bisa apalagi eksekusi nya yang jauh lebih kompleks dan rumit,Netral
@prabowo Ga kasian liat pada berdesakan gitu?,Negatif
@BONGKAR_68 @erlanishere @realfedinuril @prabowo @Dahnilanzar dipantau juga dukung rohingya Intel komputer juga support Israel ga usah pakai Intel lah ya,Netral
@m19raineee @ncuz_3a16 @msaid_didu Waduh 212 itu yg bergerak umat Islam. Gk ada prabowo disitu. Demo pilpres itu juga bukan karena prabowo ansih salah satu sebab adalah jumlah kpps yg meninggal Jadi salah klo 2 aksi itu disebut utk ngebela prabowo. 3 acara itu gw ikut semua jd klo gk tau mending diem aja bray.,Netral
@PrabsGibs @maishajuly @Hendros02 @Alexemeru @FDonghun @fais21804461 @mas_veel @are_inismyname @florieliciouss Eh yg berhasil pidatonya pak prabowo semalem supaya jangan milih yg pake sistem koncoisme anake sopo? Ponakane sopo? Siap laksanakan pak ,Positif
@msaid_didu Emang ada politikus yang punya malu dinegeri ini? Yang mau perubahan aja mash nimbrung di kabinet yang paling awal dukung pa prabowo aja milih nyebrang ke anies biar jadi cawapres pa anies aja nyerang pa prabowo didebat ketiga nyerang orang yg menjadikannya cagub tak etik cuy,Negatif
@tempodotco berarti positif pemilu curang dan Gibran bakal bunuh Prabowo,Negatif
@WotaSepuh48 @baymaaks @imanlagi 03 itu cuma kecewa Jokuwi gak pilih Ganjar padahal dulu Jokuwi promosi Ganjar.. Jokuwi ingin Ganjar duet dg Prabowo namun masing² gak mau jadi Wapres dan akhirnya pecah kongsi..,Netral
@rubiginosaa @GerpolekPlot Kak sorry mau tanya. Ada gak yaa counter untuk 02 yg bisa dipakai jika para pendukungnya masih menganggap kalo prabowo itu gak bersalah ? Krn banyak dr mereka yg merasa bahwa itu suruhan atasan dan mereka meyakini kalo prab g diadili artinya prab ga bersalah Counternya gmn,Netral
@felladinho27 Yang pasti Prabowo menang,Positif
@EksTapol_ID @prabowo @gibran_tweet @Dandhy_Laksono Saya yakin pemilu legislatif satu putaran mau taruhan apa ? Sebut saja ,Positif
@prabowo kalo bapak kalah. Cukup bapak salahkan satu orang ini. Karena sudah menistakan agama.,Negatif
Saya memilihnya berdasarkan logika. Jika saya menuruti ego tentu saya akan pilih 02. Kenapa? Di atas kertas sudah pasti MENANG! mereka punya segalanya. Bahkan dukungan jokowi. Minim bertemu rakyat pun menurut survey elektabilitas sudah meroket! Gak masuk logika sih... tapi..,Netral
@detikcom Kata @gibran_tweet kalo fitnah senyumin ajah Kata @prabowo kalo difitnah joged in ajah .. Ehh skrg malah rame rame pada Konferensi pers Berarti bukan Fitnah ,Netral
@Cikr4k72 @Kemhan_RI @prabowo @Boeing produk rusia dulu juga pernah kena embargo sparepart tuh lo ga komplain? fuck lebay lo,Negatif
@Dahnilanzar @prabowo @gibran_tweet Kasihan pak Prabowo Bang.. Udah sepuh masih dipaksa mikir berat.. Kalian Menjerumuskan beliau Bang.. Sudah lah.. Istirahat.. Tenangkan pikiran...,Negatif
kalo milih amin dadi negoro arab Lk ganjar yoiku koyo megawati korupsi Lk milih prabowo dadi dikuasay cina pusat pusat kota akan di kuasay mereka dan orang orang pribumi akan nyingkrih satu persatu kebawah pusat pusat kota di kuasay mereka skrg liat aja surabaya ya ayo di pilih²,Negatif
@erlanishere @realfedinuril @prabowo @Dahnilanzar mas Gress cnn Indonesia dr dlu beritanya yg ngedalikan org luar sbagi org stock atau krypto cnn itu berita bohong adu domba kita kembali ke julid saja drpd ngurusin ini,Netral
@mesoen1065 @NusantoroK11790 @gembongkem0808 @Alamsya44020702 @putraM731911 @69ARMY___ @AmirJohan744577 @AdiWijoyo15 @rafaelfaeloo @mangujangteaa @manghari500 @lina_marli50273 @safrudinmequeen @SaifuddinAbbas2 @susu_gratis Rame ya pendukung Prabowo,Netral
@AllanNairn14 Anak kesayangan amerika pak prabowo lo ternyata @zannuar_bagus,Netral
@Nekareanemesis @RandomWorldWar @realfedinuril @prabowo @Dahnilanzar Istri mu ditiduri orang ndak masalah asal berpura2. Klo gk paham juga memang buzzer pikimak lah kau ,Negatif
Boro boro lihat Vidionya cuma lihat foto Ama judulnya doang udah tau tujuan lari kemana . Ok untuk semua pendukungnya Pak @prabowo Mas @gibran_tweet tetap tenang aja . Salam damai pemilu untuk semua .,Positif
@Dahnilanzar Daniel ingat mati jgn jadi bumper Prabowo emang Prabowo akan lindungi ente di akhirat nanti pake otak utk persiapan ente mati nanti,Negatif
@DedynurPalakka @AllanNairn14 @prabowo Tunggu Anies Presiden yg SALAH pasti akan diproses secara HUKUM yg benar dia akan memasang badan utk membelanya....jika dilihat dr berbagai video yg direkam oleh Natizen sepertinya sosok PRABOWO layak diduga sebagai pemimpin OTORITER yg membuat dia GEMOY itu para bUzzeerRp nya,Negatif
@Gojekmilitan @NikoAkmal Malaysia terkenal dengan kecurangan penggelembungan suara pilpres saat 2014 dan 2019....yg memenangkan Jokowi padahal exit pool mayoritas prabowo....bukan tidak mungkin 2024 akan terulang,Netral
Tim Prabowo sebenarnya jg cerdas2 tp tdk malu2 berbohong mengada2 memuji yg tdk benar. Fakta Prabowo krg wawasan tkt debat tkt presentasi &amp; lambat berfikir kecuali didepan pendukungnya berapi2 jelek2in yg lain. Apanya yg mau dipilih ?,Negatif
@ph4n_ Haha...ntar Prabowo tau tau disrespectful ke gibran trus jokowi marah. Pecah kongsi.,Netral
@islah_bahrawi Tenang saja Pak Prabowo. Ada saya di sini. Saya anak Presiden Jokowi konconya Pak Probowo. Saya keponakannya Paman Usman di MK. Bapakku yang punya MK bersama Paman Usman juga KPU dan Bawaslu juga KPK. Tanpa koncoisme kolusi dan nepotisme saya tak mungkin bisa cawapres,Netral
@DS_yantie Eropa ikut campur ngapain? Apa biar prabowo tidak menang terus nikel bisa di jual murah gitu?,Netral
jadi inget dulu di pilpres 2014 saat itu prabowo vs jokowi di kantor ada 2 kubu dan salah satu temen ada yg mati2an bela prabowo sampe2 tiap ada waktu luang dia bahas terus sampe pas hari H dan ternyata prabowo kalah dia diem kicep gak bahas pilpres lagi,Netral
@realfedinuril @prabowo @Dahnilanzar Berita tentang israel dan menhan ini sudah beberapa kali mencuat kepublic tapi tak pernah ada klarifikasi kpd rakyat why?,Netral
Bukan untuk menjatuhkan 02 tapi rasanya Prabowo dan Gibran sangat di paksakan untuk maju hanya untuk menjegal salah satu Paslon lain ini sama persis seperti saat Pilgub jakarta Ahok vs Anis Ahok unggul saat itu namun di jegal dengan isu penistaan agama,Negatif
@ferrykoto sebenarnya kasihan prabowo jika menang takutnya cuman jadi presiden pas di lantik saja.,Negatif
@fadlizon @prabowo @gibran_tweet Belum jadi aja tu si Bahlil sama si pan jul udah berani ngintimidasi habib buat mempercepat doa mungkin grgr ada yg ga bisa baca alfatihah gmn tar kalo udah naik ya,Negatif
@DokterTifa Mendingan juga gama kalau amin kalah di putaran pertama drpd prabowo https://t.co/GdkF3FRSFF,Negatif
Pemilu kali ini saya bukan lagi swing voter. Saya sudah dengan teguh mempunyai pilihan pasti. Tentu pilihan saya juga gak bagus-bagus amat. Namun dari sekian calon itu pilihan 03 rasanya yang lebih punya gagasan senada pikiran saya lebih meritokratif lebih berwawasan... dll https://t.co/SgHUwOZo3z,Netral
@KompasTV Yang jadi masalah bansos dijadikan alat kampanye terselubung penguasa @jokowi Sang leader.. @prabowo @gibran_tweet Kita memang rakyat miskin tapi kita bukan orang-orang yang berjiwa pengemis. https://t.co/qqhddVEKbq,Negatif
@kkzuuma @Rakjat_Priboemi @zefanyaulalaa @SAWUNG1976 @antilalat Gue jaleskan ya bang. Salam 4 jari itu gerakan bukan prabowo gibran. Artinya ada dua pilihan lain yaitu 01 dan 03. Ini di inisiasi sama orang-orang yg tidak mau memilih 02 karena beberpa pelanggaran² yg ada. Apa perlu juga dijelaskan siapa saja pemantik gerakan ini? ,Netral
@alvin22041 @r_elhakim @WidasSatyo giliran pak Prabowo langsung manut lu emg tobatnya pak Prabowo apaan? kenapa itu gak lu lakuin jg ke pak Anies?,Negatif
Kekayaan Indonesia dikuasai oleh segelintir orang aja termasuk oleh prabowo dan hashim adiknya. Pengusaha kakap yang jadi penguasa itu rawan. Rentan disalahgunakan oleh berbagai kepentingan dia dan koleganya.,Negatif
Bagus pak @prabowo itu yg harus dilakukan jika kita ingin jadi negara maju !,Positif
Udah tau ada peraturan kabinet dalam berkampanye masih aja dilanggar dan kebanyakan kabinet dari Prabowo termasuk presiden https://t.co/AK3J3MHnNh,Negatif
@Aditction Jir prabowo oddnya kecil bgt wkwkwk,Netral
@aly_benzema Klo narasi agama selalu di bawa untuk kekuasaan menuju pilpres amat sangat murah sekali saya sangat sedih agama di jadikan alat politik supaya tidak terjadi lagi di 5 tahun kedepannya mari kita pilih Prabowo agar mereka sadar milih Anis bukan jaminan masuk surga,Positif
@dhntfr 3. suruh mrk bandingkan antara anies prabowo ganjar. Jgn lagi ikutkan jokowi karena jokowi ga akan punya pengaruh apa2 lagi nanti. 4. Saat ini banyak warga kampung jakarta even kaum minoritas jakarta yg sangat berharap Anies jadi RI1 krn memang dialah pemimpin ideal saat ini,Netral
@PartaiSocmed Pak Prabowo itu Terlalu hebat untuk dicegah dengan film nggak jelas https://t.co/YBZCg78ily,Positif
@bjonejmal @evemoondaisy Sama banget sebenarnya takut 02 menang tp di sisi lain kaya mikir biarin aja dia menang. Biar tau rasa tuh pendukungnya punya pemimpin modelan prabowo-gibran. Tp masalahnya klo mereka menang gw jg kena dampaknya ,Negatif
@emerson_yuntho @prabowo Ngapain hadir? Bentar bakal jadi Peang ndas e!!!,Negatif
@ajengcute16__ Aneh tapi ajaib.. Dulu kan kubu Prabowo ini kan yg gencar serang musuhnya sebagai Anak Cucu PKI?? Lah kok sekarang mereka mau2nya dipasangkan dengan Putu buyut PKI ya? Pertanyaaan saya kok sekarang yg teriak PKI sepi? pada kemana nih? ,Negatif
@realfedinuril @prabowo @Dahnilanzar biarkan beliau memasak,Netral
Ini soal kemungkinan Pak Prabowo dikhianati. Wahai pengkultus Pak Jokowi jangan terlalu yakin Pak Prabowo tunduk terus. Besok kalau jadi Presidennya bukan Gibran. Jadi kemungkinan sebaliknya besar juga lho #TempoAsikSendiri,Netral
SOSOK Letjen Purn Hotmangaradja Pandjaitan Putra D.I. Pandjaitan Asisten Khusus II Menhan Prabowo https://t.co/rVwoU37XKb via @tribunnews,Netral
@realfedinuril @prabowo @Dahnilanzar Ayo jogeeet mana si omon2 ati2 stroke,Negatif
Dugaan Korupsi Mirage yang Seret Nama Prabowo akan Dilaporkan ke KPK Hari Ini https://t.co/1cUQ7g0bpK,Negatif
@DedynurPalakka @prabowo Emang paling bener pemimpin kita ya prabowo https://t.co/P4kUM2qa5O,Positif
90 % pemilih prabowo 2019 adlh org yg tdk suka jokowi. bkn krn hebatnya prabowo. 2024 krn mrs dikhianati prabowo mk yg 90% td olh anies. Buzzer 02 ngotot yakinkan 02 bhw yg 90% td ttp prabowo pdhl boong. jd tkg2 survey buat ini sbg sumber rezeki,Negatif
@temponewsroom Dri dlu aku sh emank nolak Prabowo https://t.co/KRWEw30X7j,Negatif
@sosmedkeras Tiga org yg sulit dinasehati: 1. Org yg sedang patah hati 2. Orang yg sedang jatuh cinta 3. Pendukung Jokowi dan Prabowo Dimana letak salam empat jari?,Netral
@dhntfr Mungkin ada bbrp poin yg perlu ditekankan kak : 1. sekalipun melanjutkan tetap saja prabowo itu bukan jokowi 2. Anies berhasil bangun jakarta lebih baik dr pendahulunya. Masa Indonesia ga mau spt itu. Bakal ada bansos Plus loh.. Di Jakarta sj KJP jadi KJP Plus dsb (cont),Netral
@gruusomeflower Wah gila sih ini prabowo,Negatif
@DokterTifa Mending all in amin kata kalau kalah yaa ke gama saja daripada prabowo https://t.co/3jCy8SD8IM,Negatif
Tidak ada alasan untuk membenci @prabowo . Sebagai salah satu warga eks Timor-Timur saya juga banyak mendengar dari orang orang tua yg dlu berjuang bersama Prabowo kisah yang hampir sama dengan kisah yg diceritakan di bawah ini. https://t.co/LpF6YmUh4H,Positif
@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Penggirigan opini satu putaran takut klu dua putaran kalah maning klu yg survey orang luar baru bisa di percaya tidak ada kepentingan lah ini....,Negatif
@chitattooes Kena label politik identitas karena menang didukung sama kelompok Islam kanan. Padahal yang didukung sama kelompok itu ada Prabowo AHY Sandiaga. Bahkan Prabowo rutin dateng ke acara reuni 212 sambil orasi di atas panggung. Tapi tetep label itu melekat di Anies ‍️,Netral
Gw yakin tragedi 2019 akan terulang pak prabowo gabung ke kabinet pak jokowi jgnlah klean bilang pak anies dicap sebagai penghianat,Netral
Syarat mendukung Prabowo-Gibran : IQ di bawah 80,Negatif
Balasan Dahnil ke Ahok soal Khawatir Jokowi Ditipu Prabowo - detikNews https://t.co/ceav7EVC7d,Netral
@DokterTifa @prabowo @gibran_tweet gak iso al fateha tenan ta?,Negatif
its REALLY THAT BAD now that this happened and yet those yang suka demo turun kejalan selama jadi maba sampe semester 5 malah jadi buzzer relawan projo real malah mengagung agungkan prabowo gibran kyk orang tolol dude lo dulu turun kejalanan anjeng JGN JGN FOR THE SHOW AJA,Negatif
@realfedinuril Coba lu lihat lg pertanyaan lu apa disitu lu minta penjelasan ttg isu kerjasama prabowo dgn israel.pertanyaan lu itu cukup dijawab ya atau tdk dan sdh dijawab oleh dahnil kalau lu ngerasa belum dijawab berarti otak lu dangkal,Negatif
MOHON @aniesbaswedan @prabowo @ganjarpranowo Secara LANGSUNG PRIBADI Malam Ini tanpa di-saksikan- ketahui oleh manusia siapapun BERSUMPAH ke Allah SWT akan BERBUAT yg TERBAIK utk NKRi dan MOHON utk di Azab Yg Sgt Hina Sesegera Mungkin jika melanggar janji²nya? https://t.co/RLMevKZrOo,Netral
@AirinDatangLagi Kalau saya berpikiran gini mbak... Dulu kan kubu Prabowo ini kan yg sula serang musuhnya sebagai Anak Cucu PKI?? Lah kok sekarang mereka mau2nya dipasangkan dengan Putu buyut PKI ya? ,Negatif
@xquitavee Itu lah kak semoga Prabowo / Gibran menang,Positif
@realfedinuril @prabowo @Dahnilanzar lanjutkan bang @realfedinuril jadi penasaran ini jawabannya,Netral
@MrHeisenbergggg @dalijo3001_jgj @NewsGemini49617 @tvOneNews Semua sama aja. Banyak pro 02 juga percaya Munir ngebela Prabowo cm dari video pendek yg udh dipotong2,Netral
@Projo_Pusat @Cakrawala_nst @Gerindra @gibran_tweet @prabowo @budimuni98 @RcyberProj0 @handoko2411 @FALDA81 Massa tenang bosss ndak usah cawe ,Netral
